Name,Phone,Rating,Address,Street.Address,City,Categories,Review.Count,Latitude,Longitude,Reviews,source,Authenticity,Restaurant,chain,Bubble Tea_ind,Coffee & Tea_ind,Juice Bars & Smoothies_ind,Taiwanese_ind,Tea Rooms_ind,Desserts_ind,Ice Cream & Frozen Yogurt_ind,Shaved Ice_ind,Donuts_ind,Asian Fusion_ind,Vietnamese_ind,Cafes_ind,Bakeries_ind,Ramen_ind,Arcades_ind,Chicken Wings_ind,Sandwiches_ind,Japanese_ind,Waffles_ind,Sushi Bars_ind,Custom Cakes_ind,Dim Sum_ind,Hong Kong Style Cafe_ind,Creperies_ind,Chinese_ind,International Grocery_ind
YanYan Tea,19175403588,4,"135-03A Roosevelt Ave, Flushing, NY 11354",135-03A Roosevelt Ave,Flushing,Bubble Tea,53,40.759241,-73.831772,"['I love their milk tea w their square tapioca topping. Its a texture like no other. My must drink when I am in Flushing. Something about it, is just so good...', ""I heard good reviews about this bubble tea place and gave it a try when I was in flushing. The location is great and you won't miss it. \n\nI actually don't..."", ""I can't seem to find the exact thing I ordered, but I was here over the summer on vacation (still catching up on NYC reviews) and we stopped by after dinner...""]",nyc_boba,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
I’Milky 沐白 - Flushing,17185685884,3,"37-12 Prince St, Flushing, NY 11354",37-12 Prince St,Flushing,"Bubble Tea, Juice Bars & Smoothies, Taiwanese",21,40.76038,-73.83291,"[""I recommend the i'Milky Premium Black Milk Tea. Classic and good quality tea. You can't go wrong!! Coming from California, this was one of the better milk..."", 'Rice balls are great! \nBubble teas are great! \n\nThe service was fast. The wait was about 5 mins to get the order. \n\nI love their combo. I got to buy a drink...', ""This review is purely just on the tuna riceball. As I was opening it, I could already tell it wouldn't be good because the rice wasn't stuck together AND it...""]",nyc_boba,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Möge Tee,16467586266,2.5,"42-35 Main st, Unit D, Flushing, NY 11354",42-35 Main st,Flushing,Bubble Tea,18,40.754764,-73.827512,"['Quick service - delish bubble tea drinks! Ordered four drinks for my family for an evening post dinner delight. The drinks here are refreshing. Do note -...', 'Pretty average place. Sometime the store is empty and you get your drink fast but sometimes they are short staff and takes a bit to get to your order but...', 'Awesome bubble tea shop and  its products are fresh, and taste really good. They are different than  other bubble tea shops: Coco, KungFu Tea, etc. They...']",nyc_boba,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Whale Tea,NA,3.5,"25-25 Parsons Blvd, Queens, NY 11354",25-25 Parsons Blvd,Queens,Bubble Tea,18,40.77607864,-73.8235971,"['Finally a good bubble tea store near Whitestone that has a parking lot. There is just so much pedestrians and cars in flushing that deters me from going...', ""The bubble tea shop is inside a pho restaurant of this shopping area.\n\nBased on employee's suggestion, I ordered the whale special(?) that includes coconut..."", 'This area was missing a bubble tea option for quite some time. I only really come this way when I have to make a Target run, which is pretty frequent I...']",nyc_boba,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Meet Fresh ,19294688682,4,"133-36 37th Ave, Unit F11, Flushing, NY 11354",133-36 37th Ave,Flushing,"Bubble Tea, Desserts",177,40.76046,-73.83369,"['Located inside Tangram mall 2/F.   First time visit.  I ordered Ube and Taro paste signature $12.  I found out later you can order from the one self serve...', 'The chocolate boba caramel jelly soft serve was perfect. It was my first time tasting such combinations and it was my most memorable bite from the trip....', ""I'm a huge fan of bubble tea and passed by this place and thought it looked interesting! We waited behind a bunch of kids for like 20 minutes for the kiosk...""]",nyc_boba,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Gong Cha,17183537327,3.5,"136-20 Roosevelt Ave, Flushing, NY 11354",136-20 Roosevelt Ave,Flushing,Bubble Tea,144,40.759645,-73.829045,"[""Good boba, I'd put just above KFT for their wide variety of flavors.\n\nTapioca is in between soft and medium chewy. Herbal jellies tasted a little like nail..."", 'There are three bubble tea places in the New World Mall food court.\n\nThere is a one hour and fifteen minute line to order at Tiger Sugar, which is next door...', ""I tried Gong Cha three times and each time the drink didn't taste good so I will not be returning. Gong Cha is supposed to be known for its quality teas but...""]",nyc_boba,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tiger Hill,NA,3.5,"136-49 Roosevelt Ave, Ste 1, Flushing, NY 11354",136-49 Roosevelt Ave,Flushing,Bubble Tea,15,40.76027,-73.82834,"['Big big fan of tiger hill. \nOnly complaint is that, they seem to be a lil cheap on the bubbles and brown sugar.', 'I was honestly looking for tiger sugar, but it was to far. This place popped up and I was honestly confused because the package and branding looks so...', 'Tiger Hill (老虎山黑糖专売店) is yet another bubble tea chain from China to open up shop in Downtown Flushing. Among the opening promotions are 10% off one, and buy...']",nyc_boba,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Gong Cha,19293290100,5,"159-17 Northern Blvd, Flushing, NY 11358",159-17 Northern Blvd,Flushing,Bubble Tea,16,40.76319608,-73.80590055,"[""I'm so glad there's a Gong Cha around, so I can get my bubble tea fix whenever I'm in the neighborhood! The three of us came after having lunch at a..."", 'This Gong Cha location has some sweet offerings besides the classic drink menu and toppings. On this visit, I ordered the strawberry Matcha. Nothing like...', ""Standard Gongcha. Drinks didn't take long. I asked for strawberry taro and I expected the color aesthetic but they shook it up for me. It had less sugar...""]",nyc_boba,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Momo Ashi,NA,3.5,"147-05 45th Ave, Flushing, NY 11355",147-05 45th Ave,Flushing,"Bubble Tea, Coffee & Tea, Waffles",18,40.7556442,-73.8151292,"[""While I'm not the biggest fan of the tea at Momo Ashi, I am drawn by the pink aesthetic. This location is the only boba spot close to Flushing Hospital so I..."", ""First time trying at this location and it's so cute. We got the mango slush and mango yakult both were so good and flavorful. Can't wait to try out more!"", 'Oh my god lol. Stopped by this evening for drinks and mochi waffles and saw the biggest cockroach in my entire LIFE crawling thru the store. It crawled up...']",nyc_boba,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Flower Bloom Tea,NA,3.5,"133-63 41st Rd, Queens, NY 11355",133-63 41st Rd,Queens,Bubble Tea,2,40.75723019,-73.83008,"['Just opened today with a BOGO special. Lion dance and drumming were performed to wish this new business prosperity and good luck. There are so many Asian...', ""Not sure if I've chosen the wrong drink or whatnot but even with whipped cream + no ice and 70% sugar, the Taoxi Qingqian (桃溪清淺) still tastes bland and...""]",nyc_boba,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Möge Tee,17185696666,3.5,"61-12 182nd Street, Flushing, NY 11365",61-12 182nd Street,Flushing,Bubble Tea,83,40.73865,-73.79205,"['Drinks here are so good and fresh, definitely one of my fave bubble tea spots. Also digging that they added food items to the menu, since the bakery across...', ""I'm sad to write this review as I'm not sure what happened. Their mango yogurt fruit tea has been absolutely amazing the last 3 times but I just got my..."", 'Drinks are pretty good overall but not good all the time. When I first got the Lemon Yakult, it was pretty good but I came back for it the second time and...']",nyc_boba,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Snack Mood,17187990150,4,"198-08 33rd Ave, Flushing, NY 11358",198-08 33rd Ave,Flushing,"Bubble Tea, Cafes, Desserts",40,40.76743,-73.789997,"[""TLDR: Snack Mood is a solid HKish cafe off of Franny Lew by Gyro Corner. Skewers seem to be the jam but I'm a big fan of the breakfast sets.\n\nI'm not sure..."", ""Cozy snack shack serving grilled skewers, HK Cafe food and other quick fire entrees. Think rice noodles, fish balls, rice plates and bubble tea. It's a..."", 'I love the skewers here! Come here for the skewers!!\n\nI was glad I came by Snack Mood!  A small spot with a lot of bang in their flavor!  It is small, yet...']",nyc_boba,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Coconut&More,19298956755,4.5,"90-15 Queens Blvd, Elmhurst, NY 11373",90-15 Queens Blvd,Elmhurst,"Juice Bars & Smoothies, Bubble Tea",3,40.73462,-73.87094,"[""When I initially looked for this spot I didn't realize that it was part of the Hokkaido Baked Cheese Tart kiosk. (Right next to Bath & Body Works)...."", ""FYI, this is the same store as the Hokkaido Baked Cheese Tart. \n\nI only got the mango coconut milk because they didn't have any of the pudding at the time...."", 'While shopping at the Queens Center Mall recently, I happened upon a new drink stall.  Located on the 2nd floor and sharing the same stall with Hokkaido...']",nyc_boba,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cafe Toast,13477324301,4,"4106 163rd St, Flushing, NY 11358",4106 163rd St,Flushing,"Coffee & Tea, Bakeries, Bubble Tea",34,40.76125,-73.8030871,"['We stopped by on a Thursday morning for breakfast. I ordered the honey toast initially - a little sweet, but satisfied my sweet tooth... crunchy edges,...', ""Flushing is a sea of cafes, bakeries, and quick bites.  And at first glace, Cafe Toast seems to be another one of these...and it is!  But it's not crowded..."", 'This cafe is right by the Broadway LIRR station. A great stop for a quick cup of coffee, pastries and sandwiches. The pastries offered here are unique and...']",nyc_boba,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vivi Bubble Tea,17188867600,3.5,"41-42 Main St, Flushing, NY 11355",41-42 Main St,Flushing,"Taiwanese, Bubble Tea, Juice Bars & Smoothies",23,40.756965,-73.829318,"['Who wants to Vivi forever? Well we kinda do.\n\nWe are big fans of all kinds of boba chains and some have really good products and some of them are less...', ""Considering all boba shops popping up all throughout Flushing, it's hard to consider Vivi as a major contender even if it is a more well known chain..."", ""Not a bad little spot in the heart of Flushing Queens (on Main Street between Sanford and 41). It's located in the front of one of the many mini malls in...""]",nyc_boba,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Whale Tea,19172596564,3,"60-05 Kissena Blvd, Flushing, NY 11355",60-05 Kissena Blvd,Flushing,Bubble Tea,5,40.73957636,-73.8147805,"['Flushing is completely saturated with bubble tea joints but for some reason, I still get excited whenever a new one opens.  This new bubble tea place called...', 'They have sushi now. I recommend the spicy salmon roll. The bubble tea is not good, tea too sweet and boba too soft.', ""Will not going back again!! I saw amazing review on Yelp about this taro milk tea so I went there looking for it. But they don't have it. To be honest the...""]",nyc_boba,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Anda Cafe,NA,3.5,"6002 Main St, Flushing, NY 11355",6002 Main St,Flushing,"Bubble Tea, Sushi Bars, Cafes",31,40.74305806,-73.825889,"['I love the boba here sm. This place has a place in my heart when it comes to boba. There drinks are so good and there prices are amazing compared to other...', 'I thought I would grab a quick drink at the closest boba spot to me and happened upon Anda Cafe. They also offer fried snacks and sushi too. As there is no...', 'They have a nice selection of boba and teas. Their milk tea selection is not as big but has staples. However they have a lot of different refreshers,...']",nyc_boba,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Coco Fresh Tea & Juice,17183532709,3.5,"182-4 Horace Harding Expy, Flushing, NY 11365",182-4 Horace Harding Expy,Flushing,"Bubble Tea, Coffee & Tea, Juice Bars & Smoothies",101,40.7391127,-73.7916629,"['This place is my GO TO for boba and milk tea. The staff are pretty kind, the tea is made efficiently, and everything tastes great! The tapioca balls are...', ""I've been coming to this location for years. I've known the managers here for years. \n\nRecently, there has been in change in staff. The head manager left,..."", 'If you are looking for a decent bubble tea where the service staff is a well oiled machine, this is the place for you. \n\nI am convinced that bubble tea...']",nyc_boba,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sweet Cats Cafe,19292183130,4,"168-17 Union Tpke, Fresh Meadows, NY 11366",168-17 Union Tpke,Fresh Meadows,"Desserts, Bubble Tea, Custom Cakes",233,40.723314,-73.799678,"['Come here for the claw machine & bubble treat! Popcorn chicken is worth it too!\nThe desserts and drinks are yummy too.', ""A cute place with claw machine and food and boba! It's a nice place on union tpke although the sweets are just okay. I wouldn't go back for a while since..."", 'The decor used to be a lot cuter. Snacks are pretty good, and good options on bubble tea. Service on the other hand is why I deduct 2 stars. Always takes a...']",nyc_boba,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
TBaar,17183593300,4,"136-20 Roosevelt Ave, Flushing, NY 11355",136-20 Roosevelt Ave,Flushing,"Bubble Tea, Juice Bars & Smoothies, Tea Rooms",78,40.759362,-73.8290939,"[""Got a bunch of drinks here with friends and they surprisingly didn't take that long to make everything. Our drinks were still cold and refreshing. Great..."", ""Best drink shop ever for me. I tried dragon fruit tea and berry mix mojito. It was so good. Too bad they don't have one in Virginia. I would drink it everyday."", ""Didn't try the bubble tea but got an orange mango smoothie, which was a little sweet but still pretty good. ~$7 for a large.""]",nyc_boba,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tiger Sugar,NA,3.5,"90-15 Queens Blvd, Ste 105, Elmhurst, NY 11373",90-15 Queens Blvd,Elmhurst,"Bubble Tea, Coffee & Tea, Desserts",10,40.7342321,-73.8708844,"['Got lychee bursting boba black tea ($6.75)  which was pretty good. I believe they can only reduce the sugar by 50% tho. You can taste both the lychee & the...', ""This Taro pudding tasted different from all the taros I've tried, the pearls were so tender you don't have to worry if kids try, cause it's THAT tender..."", 'Was happy to see that they opened Tiger Sugar in Queens Center Mall! Now, I do not need to travel to Flushing or the city just to get my Tiger Sugar boba...']",nyc_boba,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nuan Xin Rice Roll 暖心飯糰,19299991050,4.5,"136 - 55 Roosevelt Ave, Flushing, NY 11354",136 - 55 Roosevelt Ave,Flushing,"Bubble Tea, Taiwanese",3,40.76028381,-73.8281716,"['BLUF: A new variation on rice balls in Downtown Flushing. 3 stars (out of 5) for food, plus 1 star for uniqueness.\n\nNuan Xin Rice Roll (暖心飯糰; ""heart-warming...', '@nuanxinriceroll New in Flushing\n136-55 Roosevelt Avenue \nInside the same complex as Dimsum Garden Express and TaiPei Hong - it is the second vendor to the...', 'Good portion, fast service and friendly staff.  Tried a variety of flavors and loved them all!']",nyc_boba,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
39 Kings Cafe,17189393330,4,"39-07 Prince St, Flushing, NY 11354",39-07 Prince St,Flushing,"Dim Sum, Bubble Tea, Hong Kong Style Cafe",148,40.75964612,-73.83219154,"[""In the vibrant tapestry that is Flushing, you'll find a little dim sum haven that hits just right. 39 Kings Cafe, It's not showy, not dressed up, just an..."", 'I haven\'t been here in YEARS (it used to be called ""Sunway Cafe"" when I was younger) and I\'m happy to see the place is still here and their quality of food...', 'The Hong Kong iced milk tea is seriously amazing here. Probably the best in flushing area. Ordered at least 100 times here already. Would recommend!']",nyc_boba,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
MÖGE TEE Forest Hills,13476441702,4,"70-15A Austin Street, Forest Hills, NY 11375",70-15A Austin Street,Forest Hills,Bubble Tea,57,40.720935,-73.846291,"['The brown sugar milk tea was refreshing. The store was clean and the staff was accommodating.', ""I always love Moge! Interior is small with limited seating but it's always clean and cute. The dessert teas are good if you get it at 70% sweetness. Our..."", 'I walked into the store for pickup and it smelled like a ZOO inside. The tables and chairs were stained to the max. It almost felt like an abandoned tea...']",nyc_boba,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CoCo Fresh Tea & Juice,17186610724,3,"36-1 162nd St, Queens, NY 11358",36-1 162nd St,Queens,"Bubble Tea, Coffee & Tea, Juice Bars & Smoothies",6,40.76575,-73.80325,"[""4.5/5\n\nWe were excited for the Hoji series since a lot of the other bbt places don't offer hojicha. We got the Hoji lava milk tea and the regular hoji milk..."", ""Soo excited that a CoCo opened here so I wouldn't have to trek all the way to bell blvd! I came here on Saturday for their grand opening - they had a BOGO..."", ""Passed by this Cocos on our way to dinner around the corner & knew we had to get it after. They're quick & efficient, and drinks are pretty standard. The...""]",nyc_boba,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Gong Cha,17183533115,3.5,"40-24 College Point Blvd, Unit B-1, Flushing, NY 11354",40-24 College Point Blvd,Flushing,Bubble Tea,34,40.7572289,-73.8341357,"[""I have heard people hyping up Gong Cha for their bbtea and finally got the chance to try it with some friends and honestly - it's good but I think it's..."", 'I really like the milk tea flavor and boba texture here. However, they do not add much boba. You can see this in the photos I posted. I would prefer a...', ""Had their pearl milk tea and tasted all sugar than tea itself.  Didn't like it at all.  The staff was efficient and fast.  Next time, perhaps I'll have it...""]",nyc_boba,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Meadows Cafe,19294993559,4.5,"195-09 69th Ave, Fresh Meadows, NY 11365",195-09 69th Ave,Fresh Meadows,"Cafes, Bubble Tea, Ice Cream & Frozen Yogurt",20,40.73718808,-73.77819544,"['Very nice quaint cafe that I recently discovered in the Fresh Meadows area. Has a large amount of items, and none of them leave a bad taste in your mouth....', 'This small cafe is a great stop for a quick bite or drink. They pay attention to detail and things are made in house. It is conveniently located next to a...', 'Really wanted to love this place. They have amble parking near the Asian supermarket. Although the Hawaiian breakfast bowl was delicious, it wAs a really...']",nyc_boba,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Gong Cha,17182717372,3.5,"61-35 Junction Blvd, Rego Park, NY 11374",61-35 Junction Blvd,Rego Park,Bubble Tea,77,40.7332246,-73.862531,"[""My daughter loves this place her fave drink is black tiger milk Bobba we come often she we don't live far at all clean place very nice people."", 'Every time I go to this location they screw up my order.  I try my best to give them the benefit of the doubt since the employees are kind of young, but at...', 'Clean establishment and fast service. We ordered a large Lychee Oolong with 50% sweetness with pearls. It was $5.75 but with tax it came out to $6.26. I...']",nyc_boba,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Kissena Cafe,17188860689,3.5,"6004 Kissena Blvd, Flushing, NY 11355",6004 Kissena Blvd,Flushing,"Cafes, Bubble Tea",39,40.7395042,-73.8152871,"['Kissena Cafe used to be a Tea Shop 168 but now they sell Hong Kong style breakfast, lunch, and dinner. It is not your usual Chinese bakery because they no...', ""It's a great local cha cha tan (Hong Kong style tea house) for all your cafe cravings. Decent wonton noodles and braised brisket noodles. Their coffe or..."", ""Good café for Hong Kong cha cha breakfast or lunch. Good prices and quick service. They're not reinventing the wheel but just serving regular good food.""]",nyc_boba,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Gong Cha,19292822531,4,"90-15 Queens Blvd, Elmhurst, NY 11373",90-15 Queens Blvd,Elmhurst,Bubble Tea,48,40.734805,-73.869565,"[""I've never had Gong Cha before, even though there's so many franchises all over you go. I can't believe it, myself. So, I decided to try it here while I had..."", ""Personally, I have had great experiences with going to Gong Cha. However, I'm never going back to this specific location. Have you ever had to pay for..."", ""Tuesday, March 22,2023 12:30ish.\nDeserves negative stars due this guy's shady behavior.\nAsked where the restroom are for some older adults while some wanted...""]",nyc_boba,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Coco Fresh Tea & Juice,17188983672,3.5,"86-55 Broadway, Elmhurst, NY 11373",86-55 Broadway,Elmhurst,Bubble Tea,70,40.7370489,-73.8773001,"[""Coco is down the block from where I work. It's a little expensive but it's good bubble tea. I've been here a few times with my coworkers and haven't had any..."", 'Keepin it real out here in Elmhurst\nThis is probably a super old pic i kept forgetting to post (old bubble tea packaging) but glad Coco pulled through after...', ""This place is truly a hole in the wall. There's no place to sit and even stand around for too long as customers keep coming in. I don't understand how they...""]",nyc_boba,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
C Fruit Life,17183589188,2.5,"13529 Roosevelt Ave, Flushing, NY 11354",13529 Roosevelt Ave,Flushing,"Desserts, Juice Bars & Smoothies, Bubble Tea",122,40.7593169,-73.8309479,"['A very typical tea/dessert room, although nothing fancy, but we were quite happy with our overall experience. We mainly stopped by here to chill, and also...', 'Place is okay, but there seems to be better and cheaper options nearby.\n\nThis place is good for sitting down and catching up with friends.  There are plenty...', 'Was relatively empty when I got there. The pottery for the purees and more traditional desserts are cute.\n\nOrdered:\n\n- Ice mango ($6.95) - your typical...']",nyc_boba,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Kung Fu Tea,17182633631,3.5,"70-10 Austin St, Ste 3, Forest Hills, NY 11375",70-10 Austin St,Forest Hills,"Coffee & Tea, Bubble Tea, Juice Bars & Smoothies",163,40.72073932,-73.84681965,"[""I've been to this location and the one in the K-Town market. I've ordered the mango snow with the mango popping bubbles and it's been so yummy both times. I..."", 'I tried this spot with $2 off from t mobile tuesdays. It was great to get the discount! This location is also conveniently right by the Forest Hills...', ""This location is always busy.\n\nCame here on a Saturday afternoon.  The employee taking the order is efficient though not friendly since it's non-stop...""]",nyc_boba,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
